pontoId,lat,lon,pathBTS1,pathBTS2,pathBTS3,pathBTS4,pathBTS5,pathBTS6,taBTS1,taBTS2,taBTS3,taBTS4,taBTS5,taBTS6
1125,-8.071.398,-34.892.067,108.09,124.69,130.323.333.333.333,104.056.666.666.667,934.566.666.666.667,137.223.333.333.333,0,1,3,1,1,1
393,-8.075.491,-34.892.986,116.956.666.666.667,126.356.666.666.667,121.69,107.99,124.59,126.723.333.333.333,1,0,3,0,2,2
604,-8.074.194,-34.900.085,120.04,104.84,88.74,117.09,136.49,132.49,1,1,1,1,2,2
2208,-8.067.013,-34.900.986,120.523.333.333.333,119.123.333.333.333,123.09,109.79,109.89,111.723.333.333.333,1,2,2,2,2,1
2240,-8.066.871,-34.893.776,125.823.333.333.333,134.956.666.666.667,128.823.333.333.333,125.156.666.666.667,122.456.666.666.667,111.723.333.333.333,0,1,3,1,0,0
576,-8.074.295,-3.490.033,120.89,112.123.333.333.333,110.723.333.333.333,124.756.666.666.667,138.823.333.333.333,133.49,1,1,1,1,2,2
1875,-8.068.833,-34.896.118,107.456.666.666.667,117.156.666.666.667,114.923.333.333.333,105.556.666.666.667,119.023.333.333.333,108.323.333.333.333,0,1,2,1,1,0
2911,-806.103,-34.904.888,136.99,114.09,126.64,128.29,132.04,129.24,2,3,3,3,3,2
1540,-8.069.715,-34.894.646,105.056.666.666.667,121.356.666.666.667,121.923.333.333.333,114.09,108.29,109.356.666.666.667,0,1,2,1,1,1
1360,-807.033,-34.893.559,103.823.333.333.333,119.623.333.333.333,119.556.666.666.667,111.256.666.666.667,110.156.666.666.667,979.233.333.333.333,0,1,3,1,1,1
2862,-8.062.304,-34.887.848,140.09,133.89,139.69,141.59,139.39,146.09,1,3,4,3,0,1
1579,-8.069.616,-34.894.833,104.53,127.45,121.03,116.37,114.69,112.99,0,1,2,1,1,1
1769,-8.069.139,-34.897.388,104.256.666.666.667,106.056.666.666.667,112.556.666.666.667,990.233.333.333.333,127.39,100.823.333.333.333,0,1,2,1,1,1
2435,-8.065.795,-3.488.789,126.956.666.666.667,135.623.333.333.333,130.39,123.823.333.333.333,123.856.666.666.667,131.356.666.666.667,1,2,4,2,0,1
2647,-8.064.091,-34.889.221,128.923.333.333.333,132.223.333.333.333,132.256.666.666.667,130.323.333.333.333,127.756.666.666.667,138.09,1,2,4,2,0,1
135,-8.076.844,-3.489.957,122.923.333.333.333,110.723.333.333.333,122.623.333.333.333,133.956.666.666.667,136.29,140.256.666.666.667,2,1,1,1,2,2
2291,-8.066.568,-34.896.744,113.49,106.156.666.666.667,125.523.333.333.333,112.19,125.823.333.333.333,943.233.333.333.333,0,1,3,1,1,0
308,-8.075.966,-34.894.333,114.19,113.423.333.333.333,121.223.333.333.333,102.756.666.666.667,121.756.666.666.667,132.59,1,0,2,0,2,2
1152,-8.071.206,-3.489.698,101.74,119.69,119.49,114.54,128.04,125.69,1,1,2,1,1,1
875,-8.072.645,-34.896.423,106.623.333.333.333,111.256.666.666.667,120.323.333.333.333,101.523.333.333.333,123.356.666.666.667,127.256.666.666.667,1,0,2,0,1,1
1967,-8.068.594,-34.897.247,115.39,116.54,121.44,109.99,130.64,101.89,0,1,2,1,1,0
961,-8.072.455,-34.894.058,107.823.333.333.333,123.856.666.666.667,113.823.333.333.333,112.49,119.656.666.666.667,135.99,0,0,2,0,1,1
181,-8.076.487,-34.896.122,116.823.333.333.333,969.233.333.333.333,129.323.333.333.333,112.723.333.333.333,130.356.666.666.667,138.423.333.333.333,1,0,2,0,2,2
1140,-807.129,-34.900.772,117.89,118.59,126.09,123.74,138.29,128.69,1,1,1,1,2,1
122,-8.076.941,-34.899.525,119.24,116.74,126.14,139.84,137.24,142.89,2,1,1,1,2,2
1229,-8.070.781,-34.891.747,104.49,117.756.666.666.667,122.956.666.666.667,102.29,104.923.333.333.333,134.256.666.666.667,0,1,3,1,1,1
634,-8.074.014,-34.899.288,120.69,110.04,92.19,111.34,133.44,134.84,1,1,1,1,2,2
104,-807.706,-34.897.823,115.265,84.29,127.39,121.065,130.665,136.365,2,0,2,0,2,2
1852,-806.888,-34.900.177,995.566.666.666.667,115.756.666.666.667,123.456.666.666.667,120.656.666.666.667,120.89,103.123.333.333.333,1,1,2,1,2,1
989,-8.072.382,-34.900.692,112.34,109.39,119.34,121.64,138.84,126.64,1,1,1,1,2,1
2330,-8.066.232,-34.893.524,129.823.333.333.333,123.423.333.333.333,128.49,121.623.333.333.333,113.023.333.333.333,111.223.333.333.333,0,1,3,1,0,0
548,-8.074.482,-34.890.209,103.069.032.258.065,138.319.032.258.065,120.862.580.645.161,115.610.161.290.323,113.932.741.935.484,13.428.435.483.871,1,0,3,0,1,2
1305,-8.070.541,-34.896.671,100.99,115.523.333.333.333,119.456.666.666.667,108.923.333.333.333,126.823.333.333.333,118.456.666.666.667,0,1,2,1,1,1
2687,-8.063.882,-34.893.871,133.49,113.656.666.666.667,128.656.666.666.667,129.256.666.666.667,129.223.333.333.333,122.623.333.333.333,0,2,3,2,0,0
1240,-8.070.743,-34.892.551,984.566.666.666.667,125.59,126.423.333.333.333,107.89,107.756.666.666.667,111.456.666.666.667,0,1,3,1,1,1
645,-8.073.918,-34.900.463,120.49,116.056.666.666.667,120.823.333.333.333,126.256.666.666.667,142.956.666.666.667,137.156.666.666.667,1,1,1,1,2,2
1239,-8.070.743,-34.900.875,119.99,128.723.333.333.333,118.456.666.666.667,120.123.333.333.333,131.056.666.666.667,137.156.666.666.667,1,1,1,1,2,1
300,-8.075.994,-34.899.845,118.09,117.256.666.666.667,120.723.333.333.333,133.523.333.333.333,133.923.333.333.333,144.056.666.666.667,2,1,1,1,2,2
2550,-8.065.026,-34.894.054,132.19,117.19,125.29,130.023.333.333.333,117.023.333.333.333,107.79,0,2,3,2,0,0
1440,-8.069.994,-348.941,106.59,119.323.333.333.333,124.423.333.333.333,113.89,115.356.666.666.667,102.456.666.666.667,0,1,3,1,1,1
2205,-8.067.022,-34.894.352,120.865,124.79,126.34,122.915,123.865,100.94,0,1,3,1,1,0
679,-8.073.715,-34.900.509,115.84,123.74,118.69,123.99,143.49,131.09,1,1,1,1,2,2
1853,-8.068.878,-34.889.618,124.69,132.423.333.333.333,133.19,110.256.666.666.667,106.223.333.333.333,135.256.666.666.667,0,1,3,1,0,1
708,-8.073.426,-34.897.091,116.24,104.39,96.04,108.74,133.44,134.24,1,0,2,0,2,1
1010,-8.072.271,-3.489.658,102.656.666.666.667,991.566.666.666.667,110.823.333.333.333,95.79,119.323.333.333.333,117.49,1,0,2,0,1,1
1535,-8.069.731,-3.489.056,109.39,135.14,120.94,111.14,112.34,106.79,0,1,3,1,0,1
2595,-8.064.652,-34.893.368,130.69,121.49,134.056.666.666.667,130.523.333.333.333,122.856.666.666.667,121.223.333.333.333,0,2,3,2,0,0
1971,-8.068.586,-34.897.144,111.723.333.333.333,117.123.333.333.333,121.69,111.856.666.666.667,125.39,104.123.333.333.333,0,1,2,1,1,0
359,-8.075.682,-34.899.948,127.156.666.666.667,109.79,124.39,129.39,133.523.333.333.333,139.09,2,1,1,1,2,2
1921,-8.068.699,-3.488.913,125.256.666.666.667,135.523.333.333.333,132.323.333.333.333,121.456.666.666.667,108.223.333.333.333,130.523.333.333.333,0,1,4,1,0,1
939,-8.072.496,-34.892.406,112.123.333.333.333,124.19,114.156.666.666.667,109.89,108.223.333.333.333,121.59,0,0,3,0,1,1
2820,-8.062.757,-3.488.731,132.19,139.59,142.656.666.666.667,131.49,138.823.333.333.333,144.123.333.333.333,1,3,4,3,0,1
2563,-8.064.985,-34.893.124,131.756.666.666.667,120.29,128.223.333.333.333,118.89,119.456.666.666.667,119.123.333.333.333,0,2,3,2,0,0
668,-8.073.767,-34.898.346,115.123.333.333.333,100.123.333.333.333,955.566.666.666.667,102.423.333.333.333,129.656.666.666.667,130.59,1,0,2,0,2,2
1707,-8.069.283,-34.900.566,122.356.666.666.667,124.69,120.056.666.666.667,123.69,135.423.333.333.333,119.623.333.333.333,1,1,2,1,2,1
1256,-8.070.697,-34.896.084,110.39,111.29,120.49,99.84,123.39,119.64,0,1,2,1,1,1
545,-8.074.485,-34.890.167,106.423.333.333.333,132.19,120.59,107.056.666.666.667,116.423.333.333.333,136.356.666.666.667,1,0,3,0,1,2
2566,-8.064.956,-34.885.303,123.09,135.315,133.865,123.39,126.915,134.59,1,2,5,2,0,1
189,-8.076.448,-34.895.847,115.49,92.79,131.14,120.19,127.64,138.315,1,0,2,0,2,2
998,-807.234,-34.900.688,113.356.666.666.667,115.023.333.333.333,117.223.333.333.333,115.99,133.49,121.39,1,1,1,1,2,1
2272,-8.066.686,-3.489.278,130.79,119.04,126.09,130.24,130.04,96.69,0,1,3,1,0,0
1122,-8.071.407,-34.900.791,119.356.666.666.667,123.623.333.333.333,118.99,117.29,135.19,124.256.666.666.667,1,1,1,1,2,1
1563,-8.069.654,-34.894.745,101.09,122.523.333.333.333,119.223.333.333.333,108.856.666.666.667,109.123.333.333.333,105.79,0,1,2,1,1,1
1855,-8.068.873,-34.900.208,100.056.666.666.667,108.056.666.666.667,115.423.333.333.333,120.59,124.29,106.89,1,1,2,1,2,1
1871,-8.068.839,-34.900.284,109.256.666.666.667,108.556.666.666.667,120.056.666.666.667,120.49,122.356.666.666.667,99.89,1,1,2,1,2,1
2300,-8.066.477,-34.895.439,112.456.666.666.667,118.056.666.666.667,120.756.666.666.667,118.823.333.333.333,117.09,990.233.333.333.333,0,1,3,1,1,0
2386,-8.065.832,-34.891.727,142.123.333.333.333,132.156.666.666.667,129.99,132.49,109.823.333.333.333,120.79,0,2,3,2,0,0
534,-8.074.529,-34.900.295,122.523.333.333.333,109.523.333.333.333,118.49,123.023.333.333.333,137.156.666.666.667,134.356.666.666.667,1,1,1,1,2,2
2822,-806.272,-34.901.363,135.123.333.333.333,124.456.666.666.667,132.59,132.456.666.666.667,122.656.666.666.667,124.19,2,2,3,2,2,1
222,-8.076.383,-34.899.742,124.756.666.666.667,111.39,121.49,130.59,140.356.666.666.667,141.89,2,1,1,1,2,2
2281,-8.066.629,-34.896.698,112.04,114.59,118.19,120.39,127.64,96.94,0,1,3,1,1,0
1049,-8.072.007,-3.489.716,101.923.333.333.333,112.923.333.333.333,118.856.666.666.667,106.39,122.29,123.723.333.333.333,1,0,2,0,1,1
1172,-8.071.087,-34.891.975,105.74,131.54,132.94,114.74,89.99,139.09,0,1,3,1,1,1
52,-8.077.362,-34.898.842,116.49,853.233.333.333.333,121.39,121.156.666.666.667,131.356.666.666.667,133.59,2,0,1,0,2,2
2087,-8.068.058,-34.890.469,123.123.333.333.333,132.99,133.756.666.666.667,120.29,107.023.333.333.333,128.79,0,1,3,1,0,1
531,-8.074.538,-34.900.276,119.24,117.24,104.94,126.14,137.14,133.69,1,1,1,1,2,2
613,-807.413,-34.893.803,87.59,113.94,104.14,92.29,110.59,110.94,1,0,2,0,1,1
1334,-8.070.433,-34.896.381,93.94,110.89,115.19,98.69,126.34,121.64,0,1,2,1,1,1
2461,-8.065.721,-34.887.669,124.29,135.123.333.333.333,131.823.333.333.333,126.956.666.666.667,120.19,135.556.666.666.667,1,2,4,2,0,1
1319,-807.049,-34.896.992,90.19,122.29,115.39,103.456.666.666.667,124.323.333.333.333,113.256.666.666.667,0,1,2,1,1,1
1165,-8.071.119,-34.891.998,103.551.764.705.882,124.060.588.235.294,126.560.588.235.294,111.684.117.647.059,889.252.941.176.471,141.875.294.117.647,0,1,3,1,1,1
207,-8.076.415,-34.895.992,120.74,103.89,132.515,118.29,129.74,138.815,1,0,2,0,2,2
925,-8.072.535,-34.894.344,95.19,115.323.333.333.333,104.723.333.333.333,101.223.333.333.333,111.923.333.333.333,127.656.666.666.667,0,0,2,0,1,1
1320,-8.070.483,-34.893.185,108.19,118.223.333.333.333,124.956.666.666.667,104.323.333.333.333,109.823.333.333.333,101.99,0,1,3,1,1,1
434,-8.075.362,-34.893.444,114.856.666.666.667,117.49,120.623.333.333.333,110.79,107.756.666.666.667,134.123.333.333.333,1,0,2,0,2,2
2746,-8.063.555,-3.489.521,137.223.333.333.333,104.79,131.19,131.99,130.856.666.666.667,120.356.666.666.667,1,2,3,2,1,0
671,-8.073.764,-34.898.312,120.215.806.451.613,989.018.279.569.893,980.717.204.301.075,103.392.150.537.634,135.284.623.655.914,133.381.397.849.462,1,0,2,0,2,2
339,-8.075.802,-34.899.921,122.156.666.666.667,113.59,122.023.333.333.333,128.856.666.666.667,136.323.333.333.333,138.156.666.666.667,2,1,1,1,2,2
1881,-8.068.826,-34.900.352,270.223.036.868.752,113.923.333.333.333,117.423.333.333.333,123.556.666.666.667,128.29,111.056.666.666.667,1,1,2,1,2,1
145,-8.076.767,-34.899.601,117.923.333.333.333,105.756.666.666.667,124.19,131.923.333.333.333,132.923.333.333.333,140.356.666.666.667,2,1,1,1,2,2
1977,-806.858,-34.897.083,118.54,120.84,118.74,112.19,123.74,102.49,165.739.808.431.435,1,2,1,1,0
1472,-8.069.916,-34.894.363,108.39,125.29,124.823.333.333.333,113.856.666.666.667,114.723.333.333.333,104.623.333.333.333,0,1,3,1,1,1
661,-807.379,-34.900.486,122.123.333.333.333,121.456.666.666.667,125.456.666.666.667,123.323.333.333.333,142.856.666.666.667,134.823.333.333.333,1,1,1,1,2,2
631,-807.403,-34.899.361,120.89,101.39,976.233.333.333.333,116.79,133.323.333.333.333,133.99,1,1,1,1,2,2
1697,-8.069.309,-34.895.466,95.89,114.256.666.666.667,121.056.666.666.667,958.566.666.666.667,112.79,114.99,0,1,2,1,1,0
772,-8.073.093,-34.896.294,999.233.333.333.333,115.09,123.59,105.256.666.666.667,122.056.666.666.667,123.423.333.333.333,1,0,2,0,1,1
886,-8.072.612,-34.890.915,105.756.666.666.667,129.423.333.333.333,117.79,110.356.666.666.667,111.156.666.666.667,138.923.333.333.333,0,0,3,0,1,1
341,-8.075.789,-34.899.933,121.09,105.456.666.666.667,131.09,130.29,142.523.333.333.333,138.69,2,1,1,1,2,2
820,-8.072.888,-34.896.637,997.233.333.333.333,116.023.333.333.333,122.656.666.666.667,988.233.333.333.333,120.423.333.333.333,128.623.333.333.333,1,0,2,0,2,1
2570,-806.491,-34.894.119,134.723.333.333.333,113.156.666.666.667,127.29,127.456.666.666.667,116.623.333.333.333,118.49,0,2,3,2,0,0
2578,-8.064.871,-3.488.512,120.823.333.333.333,130.89,130.39,119.423.333.333.333,131.323.333.333.333,129.59,1,2,5,2,0,1
1843,-8.068.907,-348.974,108.223.333.333.333,104.89,112.023.333.333.333,96.69,124.656.666.666.667,101.89,0,1,2,1,1,1
1559,-806.966,-34.894.741,100.19,126.04,125.04,113.49,116.54,104.19,0,1,2,1,1,1
1938,-806.866,-34.898.346,99.89,105.19,110.14,93.59,130.34,97.89,1,1,2,1,1,1
1354,-8.070.349,-34.897.011,99.69,119.84,114.54,112.24,124.79,118.94,0,1,2,1,1,1
1955,-8.068.616,-34.896.603,102.59,106.256.666.666.667,104.256.666.666.667,912.566.666.666.667,118.423.333.333.333,100.923.333.333.333,0,1,2,1,1,0
2538,-8.065.141,-34.885.914,133.556.666.666.667,128.69,135.323.333.333.333,128.69,125.79,139.556.666.666.667,1,2,4,2,0,1
1054,-8.071.981,-34.897.209,103.69,113.356.666.666.667,117.256.666.666.667,105.456.666.666.667,125.723.333.333.333,123.49,1,0,2,0,1,1
2623,-8.064.322,-34.889.355,126.323.333.333.333,135.423.333.333.333,128.356.666.666.667,134.29,128.79,135.19,1,2,4,2,0,1
2487,-8.065.565,-34.887.104,118.34,132.865,126.365,125.14,122.04,133.815,1,2,4,2,0,1
1425,-8.070.026,-34.896.133,102.69,120.49,120.04,113.09,125.29,118.14,0,1,2,1,1,1
1384,-8.070.173,-34.893.761,101.49,117.823.333.333.333,119.056.666.666.667,101.056.666.666.667,103.056.666.666.667,104.39,0,1,3,1,1,1
617,-807.412,-34.899.765,116.823.333.333.333,107.79,102.056.666.666.667,109.123.333.333.333,137.49,140.156.666.666.667,1,1,1,1,2,2
1659,-8.069.416,-34.896.473,100.04,98.24,113.69,88.14,122.09,116.59,0,1,2,1,1,1
2454,-8.065.776,-3.489.241,140.09,131.723.333.333.333,133.523.333.333.333,132.156.666.666.667,112.656.666.666.667,117.79,0,2,3,2,0,0
2428,-8.065.797,-34.890.648,138.623.333.333.333,141.756.666.666.667,137.156.666.666.667,129.89,127.923.333.333.333,117.856.666.666.667,0,2,4,2,0,0
2057,-8.068.281,-34.890.709,126.623.333.333.333,130.89,136.49,116.89,92.29,128.623.333.333.333,0,1,3,1,0,1
858,-8.072.716,-34.896.481,962.233.333.333.333,100.123.333.333.333,117.69,933.566.666.666.667,122.623.333.333.333,125.656.666.666.667,1,0,2,0,1,1
549,-8.074.477,-34.890.209,986.233.333.333.333,132.123.333.333.333,120.29,112.556.666.666.667,111.923.333.333.333,133.256.666.666.667,1,0,3,0,1,2
560,-8.074.397,-3.490.033,113.423.333.333.333,111.356.666.666.667,117.756.666.666.667,122.89,141.956.666.666.667,127.823.333.333.333,1,1,1,1,2,2
2422,-8.065.801,-34.889.931,136.99,129.59,136.256.666.666.667,127.456.666.666.667,105.79,131.056.666.666.667,0,2,4,2,0,0
649,-807.389,-34.898.827,126.94,101.34,89.34,106.04,134.19,129.14,1,0,1,0,2,2
787,-8.072.997,-34.896.339,102.923.333.333.333,110.29,118.956.666.666.667,106.123.333.333.333,119.823.333.333.333,123.356.666.666.667,1,0,2,0,1,1
2287,-8.066.604,-34.889.706,126.223.333.333.333,128.89,133.823.333.333.333,106.69,100.49,140.323.333.333.333,0,2,4,2,0,1
754,-8.073.175,-34.896.347,88.39,117.023.333.333.333,110.623.333.333.333,102.823.333.333.333,115.79,133.99,1,0,2,0,2,1
350,-8.075.749,-34.893.822,112.44,119.79,124.64,111.04,126.69,138.54,1,0,2,0,2,2
28,-807.748,-34.899.185,128.423.333.333.333,850.566.666.666.667,121.423.333.333.333,122.456.666.666.667,127.123.333.333.333,134.823.333.333.333,2,0,1,0,3,2
807,-8.072.927,-34.895.584,99.99,124.29,90.34,109.84,122.54,124.24,1,0,2,0,1,1
1444,-8.069.985,-34.890.697,113.94,111.74,112.49,98.74,86.54,126.29,0,1,3,1,0,1
1432,-8.070.012,-34.889.534,120.19,127.09,131.456.666.666.667,113.856.666.666.667,106.29,136.59,0,1,3,1,0,1
1626,-8.069.509,-34.890.896,124.79,132.69,127.89,122.14,113.29,126.49,0,1,3,1,0,1
1430,-8.070.015,-34.889.484,124.24,124.14,133.34,111.74,108.89,141.34,0,1,3,1,0,1
601,-8.074.213,-34.900.158,118.523.333.333.333,106.99,915.233.333.333.333,120.856.666.666.667,130.523.333.333.333,138.756.666.666.667,1,1,1,1,2,2
187,-8.076.449,-34.899.715,121.29,107.69,125.556.666.666.667,129.99,137.89,143.323.333.333.333,2,1,1,1,2,2
2419,-8.065.804,-34.890.656,137.015,138.365,137.79,131.415,118.94,120.315,0,2,4,2,0,0
2829,-806.258,-34.887.527,321.599.372.453.031,138.456.666.666.667,140.19,142.09,146.09,145.69,1,3,4,3,0,1
1517,-8.069.779,-34.890.491,112.89,131.39,125.923.333.333.333,114.256.666.666.667,111.69,109.59,0,1,3,1,0,1
644,-8.073.929,-34.900.459,125.215,118.89,122.64,125.89,144.715,139.515,1,1,1,1,2,2
1188,-8.070.965,-34.890.694,110.423.333.333.333,117.923.333.333.333,124.256.666.666.667,101.223.333.333.333,972.566.666.666.667,127.723.333.333.333,0,1,3,1,1,1
2499,-8.065.466,-34.886.803,125.423.333.333.333,133.923.333.333.333,133.823.333.333.333,124.023.333.333.333,118.556.666.666.667,128.323.333.333.333,1,2,4,2,0,1
1352,-8.070.368,-34.896.942,106.723.333.333.333,116.123.333.333.333,120.556.666.666.667,103.223.333.333.333,117.756.666.666.667,121.89,0,1,2,1,1,1
1698,-8.069.304,-3.489.542,111.356.666.666.667,123.223.333.333.333,112.723.333.333.333,107.123.333.333.333,111.756.666.666.667,114.723.333.333.333,0,1,2,1,1,0
558,-8.074.413,-34.890.194,104.623.333.333.333,138.79,123.323.333.333.333,116.79,123.156.666.666.667,135.923.333.333.333,1,0,3,0,1,2
2680,-8.063.909,-34.885.944,119.523.333.333.333,131.456.666.666.667,136.523.333.333.333,128.523.333.333.333,138.19,143.69,1,2,5,2,0,1
260,-8.076.221,-34.895.134,115.523.333.333.333,962.566.666.666.667,125.923.333.333.333,103.823.333.333.333,129.423.333.333.333,132.123.333.333.333,1,0,2,0,2,2
2276,-8.066.651,-34.895.519,120.89,115.64,115.44,120.64,124.49,92.84,0,1,3,1,1,0
610,-8.074.162,-3.489.032,949.566.666.666.667,136.456.666.666.667,120.39,119.523.333.333.333,123.923.333.333.333,137.89,1,0,3,0,1,2
2051,-806.833,-34.889.885,127.156.666.666.667,135.056.666.666.667,136.79,119.19,105.29,129.823.333.333.333,0,1,3,1,0,1
2397,-8.065.822,-34.890.827,142.123.333.333.333,134.856.666.666.667,134.69,133.923.333.333.333,116.69,111.29,0,2,4,2,0,0
1241,-807.074,-34.892.536,106.39,124.84,126.29,103.74,103.94,115.34,0,1,3,1,1,1
113,-8.077.014,-34.899.513,121.223.333.333.333,111.023.333.333.333,127.99,133.79,134.256.666.666.667,138.323.333.333.333,2,1,1,1,3,2
690,-8.073.602,-34.890.503,100.756.666.666.667,134.123.333.333.333,126.556.666.666.667,121.79,112.49,139.456.666.666.667,1,0,3,0,1,2
790,-8.072.986,-34.896.614,90.215,96.965,121.34,90.115,120.315,128.015,1,0,2,0,2,1
2534,-8.065.175,-34.893.002,131.256.666.666.667,127.49,129.09,123.756.666.666.667,120.456.666.666.667,118.056.666.666.667,0,2,3,2,0,0
716,-8.073.352,-34.900.581,126.79,118.39,115.323.333.333.333,133.29,141.29,132.923.333.333.333,1,1,1,1,2,2
413,-8.075.448,-3.489.291,114.39,129.556.666.666.667,129.523.333.333.333,108.523.333.333.333,118.89,134.89,1,0,3,0,2,2
1897,-8.068.772,-34.896.198,105.99,115.09,120.89,102.023.333.333.333,116.523.333.333.333,108.39,0,1,2,1,1,0
2223,-8.066.951,-34.894.489,111.423.333.333.333,118.19,128.123.333.333.333,125.756.666.666.667,123.89,931.566.666.666.667,0,1,3,1,1,0
1616,-806.953,-34.895.805,99.99,115.623.333.333.333,119.823.333.333.333,106.556.666.666.667,113.156.666.666.667,111.823.333.333.333,0,1,2,1,1,1
352,-8.075.724,-34.893.494,111.59,124.99,124.856.666.666.667,107.356.666.666.667,119.99,141.59,1,0,2,0,2,2
1901,-8.068.757,-34.891.052,125.69,132.79,127.123.333.333.333,113.756.666.666.667,829.566.666.666.667,121.256.666.666.667,0,1,3,1,0,1
1856,-8.068.872,-34.900.417,106.456.666.666.667,114.923.333.333.333,122.956.666.666.667,118.856.666.666.667,126.523.333.333.333,112.09,1,1,2,1,2,1
2764,-8.063.383,-34.886.536,122.623.333.333.333,140.723.333.333.333,141.956.666.666.667,138.89,139.823.333.333.333,144.29,1,3,5,3,0,1
1862,-8.068.857,-34.889.641,121.99,127.356.666.666.667,133.89,109.823.333.333.333,108.823.333.333.333,141.956.666.666.667,0,1,3,1,0,1
1405,-8.070.102,-34.897.385,100.99,116.356.666.666.667,119.556.666.666.667,110.556.666.666.667,122.356.666.666.667,104.023.333.333.333,0,1,2,1,1,1
1161,-8.071.136,-3.489.183,107.79,116.615,125.215,96.29,109.365,133.49,0,1,3,1,1,1
906,-8.072.566,-34.896.339,105.99,118.29,114.14,108.24,113.19,133.64,1,0,2,0,1,1
1650,-8.069.441,-34.900.639,125.79,126.19,119.39,128.123.333.333.333,133.49,119.023.333.333.333,1,1,2,1,2,1
715,-8.073.355,-34.896.797,110.69,107.856.666.666.667,95.49,104.923.333.333.333,125.423.333.333.333,137.123.333.333.333,1,0,2,0,2,1
1533,-8.069.738,-34.890.526,119.523.333.333.333,138.49,123.09,118.123.333.333.333,107.09,115.556.666.666.667,0,1,3,1,0,1
1194,-8.070.931,-34.900.845,123.69,124.323.333.333.333,126.156.666.666.667,127.69,133.99,129.723.333.333.333,1,1,1,1,2,1
669,-8.073.765,-34.898.327,116.723.333.333.333,982.566.666.666.667,941.233.333.333.333,103.056.666.666.667,132.99,130.69,1,0,2,0,2,2
2037,-806.841,-34.891.472,107.24,125.84,130.64,110.04,118.89,118.94,0,1,3,1,0,0
11,-807.754,-34.899.223,123.04,83.39,115.04,122.04,131.99,136.79,2,0,1,0,3,2
54,-8.077.358,-34.898.819,124.89,824.566.666.666.667,118.756.666.666.667,118.756.666.666.667,128.856.666.666.667,138.09,2,0,1,0,2,2
1141,-8.071.288,-34.891.865,105.656.666.666.667,116.09,127.856.666.666.667,997.566.666.666.667,103.356.666.666.667,131.356.666.666.667,0,1,3,1,1,1
228,-8.076.365,-34.895.493,116.723.333.333.333,947.566.666.666.667,134.823.333.333.333,112.656.666.666.667,132.49,134.99,1,0,2,0,2,2
2830,-8.062.549,-34.888.329,121.59,129.623.333.333.333,139.49,128.19,136.49,142.09,1,2,4,2,0,1
2750,-8.063.534,-34.894.882,137.04,104.74,129.29,136.29,123.59,126.44,1,2,3,2,1,0
611,-8.074.147,-34.899.914,118.256.666.666.667,102.756.666.666.667,955.233.333.333.333,115.223.333.333.333,137.723.333.333.333,141.456.666.666.667,1,1,1,1,2,2
2218,-8.066.977,-34.896.061,116.856.666.666.667,119.023.333.333.333,122.123.333.333.333,113.423.333.333.333,130.256.666.666.667,939.566.666.666.667,0,1,3,1,1,0
1138,-8.071.302,-34.900.803,120.923.333.333.333,121.556.666.666.667,112.456.666.666.667,123.19,130.49,124.256.666.666.667,1,1,1,1,2,1
1279,-807.063,-34.892.906,107.19,117.923.333.333.333,120.423.333.333.333,109.856.666.666.667,113.923.333.333.333,103.556.666.666.667,0,1,3,1,1,1
1088,-8.071.707,-34.890.694,108.056.666.666.667,123.89,120.89,103.623.333.333.333,100.123.333.333.333,134.49,0,1,3,1,1,1
29,-8.077.478,-34.899.029,123.823.333.333.333,79.29,116.223.333.333.333,122.123.333.333.333,129.223.333.333.333,142.156.666.666.667,2,0,1,0,3,2
2447,-806.579,-34.890.324,133.656.666.666.667,129.023.333.333.333,139.89,127.723.333.333.333,113.756.666.666.667,128.723.333.333.333,0,2,4,2,0,0
2676,-8.063.926,-3.489.463,139.156.666.666.667,114.79,125.29,134.79,124.356.666.666.667,124.223.333.333.333,0,2,3,2,1,0
2715,-8.063.723,-34.889.008,122.99,125.74,124.515,131.265,125.265,135.39,1,2,4,2,0,1
583,-8.074.266,-34.900.337,117.456.666.666.667,111.19,979.566.666.666.667,118.79,137.956.666.666.667,136.123.333.333.333,1,1,1,1,2,2
1550,-8.069.687,-34.898.102,102.456.666.666.667,118.156.666.666.667,115.39,112.056.666.666.667,119.69,109.256.666.666.667,1,1,2,1,1,1
41,-8.077.416,-34.898.849,118.79,79.59,124.723.333.333.333,120.156.666.666.667,121.656.666.666.667,133.923.333.333.333,2,0,1,0,2,2
1786,-8.069.087,-34.889.595,123.99,131.023.333.333.333,131.79,110.29,104.456.666.666.667,132.056.666.666.667,0,1,3,1,0,1
614,-8.074.129,-3.489.983,118.69,107.39,102.14,122.24,137.64,133.14,1,1,1,1,2,2
2653,-8.064.037,-34.885.757,116.123.333.333.333,133.056.666.666.667,135.756.666.666.667,127.623.333.333.333,140.556.666.666.667,140.123.333.333.333,1,2,5,2,0,1
1839,-8.068.915,-34.891.163,123.556.666.666.667,132.39,130.956.666.666.667,120.29,80.79,130.756.666.666.667,0,1,3,1,0,1
871,-807.265,-34.894.852,107.823.333.333.333,121.49,103.223.333.333.333,104.423.333.333.333,111.623.333.333.333,129.123.333.333.333,0,0,2,0,1,1
